slide_ID,num_patches,all_patches
JMR2208,11241,43132
JMR2209,30827,136422
JMR2210,8889,76629
JMR2211,12220,42160
JMR2212,3039,39933
JMR2213,14365,42828
JMR2214,12683,328202
JMR2215,18589,68359
JMR2217,812,12600
JMR2218,31749,100080
JMR2219,10632,42300
JMR2220,356,13910
JMR2221,54083,154030
JMR2222,3305,25935
JMR2223,19642,82620
JMR2224,12045,52020
JMR2225,20224,92400
JMR2226,21771,56012
JMR2227,5883,26576
JMR2228,40066,149370
JMR2229,16389,67965
JMR2230,6031,29785
JMR2231,1222,25960
JMR2232,8289,34540
JMR2233,68404,199206
JMR2234,4528,59228
JMR2236,7692,51992
JMR2237,3573,32185
JMR2238,14437,51315
JMR2240,3128,38016
JMR2241,66529,149526
JMR2242,17327,328202
JMR2243,6755,31073
JMR2244,7371,30690
JMR2245,43144,100206
JMR2246,28116,102846
JMR2247,59192,129024
JMR2248,41917,302022
JMR2249,7210,302022
JMR2250,25255,81468
JMR2251,31497,90160
JMR2253,2282,28792
JMR2254,697,27468
JMR2255,2965,40664
JMR2256,7447,47432
JMR2257,6696,34850
JMR2258,12974,52437
JMR2261,6591,103392
JMR2262,11465,35190
JMR2263,16498,66294
JMR2264,43928,111192
JMR2266,10743,43920
JMR2267,28042,80674
JMR2268,38057,302022
JMR2269,5439,32752
JMR2270,9589,32745
JMR2271,13854,51000
JMR2272,3046,36380
JMR2273,11296,302022
JMR2275,517,11025
JMR2276,1939,20375
JMR2277,3992,40976
JMR2278,8776,30544
JMR2279,51899,119355
JMR2281,11013,190686
JMR2282,64118,328202
JMR2283,8835,35854
JMR2286,1087,115116
JMR2288,23773,75366
JMR2290,5845,38880
JMR2291,56292,139082
JMR2292,32336,101568
JMR2293,18403,77775
JMR2295,10225,45067
JMR2297,34849,100320
JMR2298,17115,51022
JMR2300,112033,199364
JMR2301,49302,147441
JMR2302,72996,138484
JMR2304,15512,55188
JMR2305,17456,50760
JMR2306,12720,44232
JMR2307,1528,302022
JMR2308,9544,73800
JMR2309,17489,49725
JMR2310,47928,302022
JMR2312,19971,328202
JMR2313,6722,38728
JMR2314,22498,64350
JMR2315,7318,29892
JMR2316,20685,106392
JMR2317,45969,183604
JMR2318,116016,302022
JMR2319,1382,36960
JMR2320,62348,302022
JMR2322,40156,105792
JMR2323,5036,26169
JMR2325,70721,158388
JMR2326,57941,124950
JMR2327,3227,23664
JMR2329,7440,302022
JMR2330,8877,42173
JMR2331,29646,69052
JMR2332,19574,55552
JMR2333,4791,36540
JMR2334,61542,146250
JMR2335,34404,328202
JMR2340,24186,74340
JMR2342,36833,112895
JMR2343,9493,60452
JMR2344,17589,302022
JMR2345,17374,71568
JMR2346,609,15729
JMR2347,38447,119133
JMR2349,583,13530
JMR2350,12211,39176
JMR2351,36151,102025
JMR2354,4171,21294
JMR2356,14801,70052
JMR2357,6118,31812
JMR2358,39025,302022
JMR2359,24462,65330
JMR2360,16044,61608
JMR2361,52270,167700
JMR2362,4628,23214
JMR2363,22476,302022
JMR2364,55280,328202
JMR2365,40218,94432
JMR2371,1344,30300
JMR2372,6943,302022
JMR2374,75029,154050
JMR2375,35483,111858
JMR2376,28632,77499
JMR2377,89236,162624
JMR2378,16885,81474
JMR2379,3721,21679
JMR2380,10718,40420
JMR2382,5989,32436
JMR2383,4591,21594
JMR2384,743,10710
JMR2385,119733,211380
JMR2386,81854,328202
JMR2387,13487,62304
JMR2388,18989,51983
JMR2390,65543,151792
JMR2391,7260,39728
JMR2392,16941,65892
JMR2393,7162,31668
JMR2394,425,11536
JMR2395,17784,46800
JMR2396,11826,67320
JMR2397,40200,150960
JMR2398,58168,163885
JMR2399,12231,55917
JMR2400,16049,66464
JMR2401,21832,59400
JMR2402,22686,99195
JMR2403,123704,215124
JMR2404,6256,52668
JMR2406,34156,146680
JMR2408,34397,131535
JMR2409,23405,328202
JMR2410,34494,93075
JMR2411,22208,70448
JMR2412,30807,92750
JMR2414,15305,302022
JMR2415,33158,81792
JMR2416,36360,80456
JMR2417,732,9858
JMR2418,12117,47436
JMR2420,1895,18270
JMR2421,17744,302022
JMR2422,42132,134400
JMR2423,5739,29072
JMR2424,122915,302022
JMR2425,17230,64512
JMR2426,28426,80073
JMR2427,11728,43052
JMR2428,4522,21666
JMR2429,5289,28608
JMR2430,15578,52324
JMR2431,19100,79900
JMR2432,7066,42585
JMR2433,11858,50700
JMR2435,9864,104975
JMR2437,10290,33540
JMR2438,10852,54216
JMR2440,13355,61640
JMR2441,6253,61544
JMR2442,13060,46330
JMR2443,4543,42084
JMR2446,9532,36874
JMR2448,8392,302022
JMR2450,21315,134589
JMR2451,2235,26368
JMR2452,60018,122304
JMR2453,34140,96768
JMR2455,11811,40385
JMR2456,14588,50976
JMR2457,43458,328202
JMR2458,19586,56496
JMR2459,9063,34170
JMR2460,2820,54027
JMR2461,64992,164977
JMR2465,16381,49680
JMR2467,4345,26331
JMR2470,31870,95680
JMR2472,43019,93600
JMR2473,12203,42210
JMR2474,1740,24102
JMR2475,36457,95865
JMR2476,17481,66906
JMR2477,15491,63648
JMR2478,11432,73365
JMR2479,6750,31610
JMR2480,99873,185968
JMR2482,13329,45202
JMR2483,66440,161934
JMR2484,2909,18415
JMR2485,17626,56772
JMR2486,21380,117549
JMR2487,6527,27853
JMR2488,2756,31232
JMR2489,26508,74130
JMR2490,29990,65455
JMR2491,50654,121770
JMR2494,6274,27383
JMR2495,5360,25575
JMR2496,4722,35482
JMR2497,44470,102060
JMR2498,29656,302022
JMR2499,16501,60725
JMR2500,437,16768
JMR2502,14932,47775
JMR2503,846,13287
JMR2504,1325,38250
JMR2505,3567,36015
JMR2506,11290,37149
JMR2507,13620,72192
JMR2508,8291,46031
JMR2509,6934,29400
JMR2510,35811,127145
JMR2511,13880,302022
JMR2512,18977,54201
JMR2513,672,20400
JMR2515,27360,69250
JMR2517,21913,328202
JMR2518,19552,66990
JMR2520,8657,33687
JMR2521,13279,39006
JMR2522,12878,44556
JMR2523,20125,69088
JMR2524,79387,154080
JMR2525,30371,85579
JMR2527,34618,97902
JMR2528,30398,144351
JMR2529,18525,65949
JMR2530,6374,33120
JMR2531,18705,97580
JMR2534,8369,28710
JMR2537,4582,302022
JMR2538,31488,156160
JMR2539,7969,33480
JMR2540,9080,29336
JMR2542,20280,78209
JMR2543,17615,302022
JMR2545,33148,139795
JMR2546,5070,61710
JMR2547,11944,48472
JMR2549,4476,33200
JMR2551,33219,73629
JMR2555,14642,52402
JMR2558,45393,104720
JMR2559,25368,82656
JMR2560,22647,71613
JMR2562,1871,302022
JMR2563,4987,33830
JMR2564,3069,19592
JMR2565,10900,40890
JMR2568,26904,302022
JMR2569,4757,55404
JMR2570,36292,149940
JMR2571,28816,302022
JMR2572,1459,41374
JMR2573,10562,36000
JMR2574,9914,136068
JMR2575,4822,24375
JMR2577,13836,74705
JMR2579,5590,302022
JMR2580,11042,37800
JMR2581,18410,53240
JMR2582,18176,121128
JMR2583,45594,109648
JMR2584,36116,88548
JMR2585,2913,16675
JMR2586,53402,215518
JMR2587,14219,55200
JMR2589,7101,33048
JMR2590,19352,65715
JMR2592,56534,142870
JMR2593,52568,137886
JMR2595,80001,169050
JMR2596,33457,114774
JMR2599,37143,87348
JMR2600,4144,33696
JMR2601,84609,188332
JMR2602,10622,40716
JMR2603,18642,59415
JMR2606,43722,163047
JMR2608,54545,126765
JMR2610,3050,33124
JMR2611,42337,91164
JMR2612,5741,26832
JMR2613,7819,32032
JMR2614,353,16287
JMR2615,20068,112395
JMR2616,50553,124338
JMR2618,40513,214730
JMR2620,4060,32160
JMR2622,9778,60456
JMR2624,4648,39732
JMR2626,9210,35037
JMR2627,34223,92675
JMR2628,9459,33630
JMR2629,58973,125670
JMR2630,11155,47918
JMR2632,36602,81507
JMR2633,31665,102410
JMR2634,6633,33440
JMR2635,1469,22866
JMR2636,8745,47025
JMR2638,17374,73150
JMR2639,20893,52972
JMR2641,16646,52800
JMR2642,9058,65740
JMR2643,23439,73023
JMR2644,59913,150360
JMR2645,20832,71390
JMR2646,1164,13871
JMR2648,12681,45724
JMR2649,8926,32072
JMR2650,20387,97929
JMR2652,65913,227338
JMR2653,44595,143570
JMR2654,58773,176995
JMR2655,39663,302022
JMR2656,47796,328202
JMR2657,5995,30267
JMR2658,15792,66006
JMR2659,1133,15840
JMR2663,75883,328202
JMR2665,7076,48694
JMR2666,14323,302022
JMR2667,3681,107400
JMR2668,51104,107575
JMR2669,12713,50544
JMR2670,20172,95220
JMR2671,9930,156570
JMR2672,4978,46256
JMR2673,5853,25662
JMR2674,23944,82992
JMR2675,29634,89512
JMR2676,38767,96192
JMR2677,15166,83166
JMR2679,16592,71424
JMR2681,2385,34545
JMR2685,14729,51273
JMR2686,15664,59944
JMR2687,11800,40320
JMR2688,14658,45353
JMR2689,31271,74382
JMR2691,29390,65500
JMR2692,17016,56610
JMR2693,16085,47244
JMR2695,8970,48090
JMR2697,799,16587
JMR2698,14893,50500
JMR2699,14740,57784
JMR2700,29144,75603
JMR2702,14969,53788
JMR2703,4031,24596
JMR2704,70626,138768
JMR2705,58511,139082
JMR2706,30690,118011
JMR2710,38147,116353
JMR2711,14761,61344
JMR2712,16669,45504
JMR2713,81201,302022
JMR2714,58484,108097
JMR2715,1433,30394
JMR2717,24839,99144
JMR2719,22343,61771
JMR2720,37270,84840
JMR2721,22387,74536
JMR2724,16981,48285
JMR2725,12991,45360
JMR2726,21100,328202
JMR2730,27219,77400
JMR2731,509,9215
JMR2732,5429,35657
JMR2733,82418,215518
JMR2736,6896,30247
JMR2740,12288,85340
JMR2741,24858,302022
JMR2744,48551,101728
JMR2745,4572,24765
JMR2747,26181,302022
JMR2748,6736,31692
JMR2749,7816,30646
JMR2750,15389,50629
JMR2751,12479,42273
JMR2752,35340,98192
JMR2753,9526,47978
JMR2754,43703,101202
JMR2755,25474,63516
JMR2756,24480,62250
JMR2758,18837,55480
JMR2761,13214,56680
JMR2762,26311,114080
JMR2763,47718,110839
JMR2764,22409,59073
JMR2765,7970,34104
JMR2766,33868,93798
JMR2767,47811,163856
JMR2769,58776,134493
JMR2770,34372,328202
JMR2771,43519,138672
JMR2772,47066,170382
JMR2774,17317,302022
JMR2775,13308,46112
JMR2776,28634,77203
JMR2777,69823,302022
JMR2779,15526,51766
JMR2781,23876,94962
JMR2782,2738,34336
JMR2783,13575,47864
JMR2785,27628,302022
JMR2786,32508,107070
JMR2787,43824,302022
JMR2788,1155,42075
JMR2789,6987,37128
JMR2790,9651,45732
JMR2792,11960,60386
JMR2794,117575,302022
JMR2795,20278,60651
JMR2796,29087,302022
JMR2799,15085,302022
JMR2801,23640,146034
JMR2802,14712,52900
JMR2803,13897,64960
JMR2804,3702,153665
JMR2806,61421,189526
JMR2807,25825,68238
JMR2808,67090,137448
JMR2810,11418,302022
JMR2811,11583,75284
JMR2812,24339,328202
JMR2813,48551,302022
JMR2814,9454,115928
JMR2815,754,19250
JMR2816,29429,96096
JMR2817,25262,66660
JMR2819,60042,302022
JMR2820,32920,302022
JMR2821,3118,31400
JMR2822,3062,34383
JMR2823,6517,28944
JMR2824,23014,86636
JMR2825,8339,31488
JMR2826,13129,302022
JMR2827,12907,40824
JMR2828,7029,27740
JMR2830,23351,66640
JMR2831,58346,137577
JMR2832,15049,302022
JMR2834,3852,44226
JMR2835,34781,302022
JMR2836,2512,35200
JMR2839,13024,302022
JMR2840,4911,23256
JMR2841,7332,302022
JMR2842,15084,120818
JMR2845,14431,56640
JMR2846,57314,112847
JMR2847,84456,217488
JMR2848,12928,63000
JMR2849,10857,38409
JMR2851,39160,116615
JMR2852,10782,51090
JMR2854,22053,75446
JMR2855,22303,108851
JMR2857,55082,162120
JMR2858,21711,88447
JMR2859,3069,65472
JMR2860,8380,41172
JMR2861,1294,18040
JMR2862,17644,57739
JMR2863,6829,36239
JMR2865,7034,30738
JMR2866,23665,70180
JMR2868,85943,176512
JMR2869,66731,328202
JMR2870,12420,59840
JMR2871,24027,132924
JMR2872,17182,71760
JMR2873,32029,150410
JMR2874,41763,102588
JMR2875,99303,206010
JMR2876,45908,137360
JMR2877,24170,65905
JMR2879,14490,52318
JMR2880,23294,108702
JMR2881,20765,61908
JMR2882,92080,209608
JMR2884,2035,24966
JMR2885,505,302022
JMR2886,34864,133120
JMR2887,20423,65880
JMR2888,16296,68500
JMR2889,2992,25944
JMR2891,16921,56854
JMR2893,5441,30420
JMR2895,13810,47422
JMR2896,44636,166797
JMR2899,3236,19234
JMR2900,6992,41400
JMR2903,14062,46719
JMR2905,31982,93960
JMR2906,55273,125001
JMR2907,15375,74025
JMR2909,40094,125989
JMR2911,55057,302022
JMR2912,1116,14456
JMR2915,18535,96250
JMR2916,8148,29318
JMR2917,5328,24236
JMR2918,29317,93922
JMR2919,31843,84915
JMR2920,1140,31284
JMR2922,58815,190190
JMR2923,30207,105592
JMR2925,17230,51188
JMR2926,5465,25398
JMR2929,11958,54648
JMR2930,3311,68343
JMR2931,3948,19656
JMR2932,1328,13420
JMR2933,9284,37430
JMR2934,30730,97658
JMR2935,18639,95265
JMR2936,1363,25245
JMR2937,19571,63954
JMR2938,7270,32548
JMR2940,22045,72732
JMR2941,7599,31916
JMR2943,921,19998
JMR2945,36094,108619
JMR2946,59383,302022
JMR2948,9886,58322
JMR2949,24170,69138
JMR2950,12011,45627
JMR2951,32324,87132
JMR2952,5088,38012
JMR2953,18820,129599
JMR2954,9119,39032
JMR2955,13545,40992
JMR2956,3817,23800
JMR2957,5666,25125
JMR2958,99316,224186
JMR2960,77823,155625
JMR2963,59320,109480
JMR2968,16460,95604
JMR2969,15444,43811
JMR2970,23877,137462
JMR2972,21159,62775
JMR2973,11416,38021
JMR2974,2143,15984
JMR2975,68959,144336
JMR2976,24291,137144
JMR2977,12142,49000
JMR2978,9957,104855
JMR2979,39894,146940
JMR2980,6459,75763
JMR2981,75270,148954
JMR2982,21516,84372
JMR2983,29952,82626
JMR2984,1305,32984
JMR2986,719,11328
JMR2987,9621,51150
JMR2988,11339,77810
JMR2990,12944,96945
JMR2992,44116,116412
JMR2993,655,14632
JMR2994,8018,28864
JMR2995,5335,302022
JMR2996,28222,75888
JMR2999,6122,46260
JMR3000,39969,302022
JMR3003,2034,14125
JMR3004,13113,41625
JMR3005,47616,115640
JMR3006,1300,13734
JMR3009,8692,42174
JMR3010,44727,99056
JMR3011,8120,50400
JMR3012,2098,21420
JMR3013,35936,85214
JMR3014,6411,48510
JMR3015,7120,31464
JMR3016,18317,54900
JMR3018,16593,53088
JMR3021,10033,38038
JMR3023,32799,131316
JMR3025,51863,174542
JMR3026,5599,24381
JMR3028,3290,33165
JMR3029,18074,79220
JMR3031,5407,27594
JMR3032,12647,52052
JMR3033,69272,135303
JMR3037,23281,60960
JMR3038,106860,207282
JMR3040,17918,133176
JMR3041,48374,130471
JMR3042,14527,67184
JMR3043,37969,128444
JMR3045,70331,143380
JMR3046,20230,59640
JMR3048,12217,50908
JMR3049,11575,51146
JMR3050,5573,60822
JMR3051,26382,67196
JMR3054,1771,26712
JMR3055,8046,45753
JMR3056,49872,133200
JMR3058,37906,328202
JMR3059,46425,131029
JMR3060,7346,53985
JMR3061,11131,59950
JMR3062,7214,57750
JMR3063,23573,66462
JMR3065,99147,210790
JMR3066,37432,125647
JMR3067,814,20394
JMR3068,35201,83080
JMR3070,1998,15048
JMR3071,627,20400
JMR3072,40210,102660
JMR3073,4432,36278
JMR3074,59945,129750
JMR3075,37451,91806
JMR3076,12767,48204
JMR3078,13836,328202
JMR3079,15866,81395
JMR3080,63916,328202
JMR3082,50542,147900
JMR3083,27511,81699
JMR3085,12301,46563
JMR3088,935,15222
JMR3089,95637,328202
JMR3090,650,22127
JMR3092,79115,302022
JMR3093,19310,69316
JMR3094,843,29190
JMR3095,10738,34344
JMR3096,52310,124548
JMR3097,13577,60016
JMR3098,121574,328202
JMR3099,23852,92015
JMR3100,7031,43660
JMR3101,3701,21156
JMR3102,22013,302022
JMR3104,9700,45269
JMR3107,6988,49215
JMR3108,6631,36540
JMR3109,11809,302022
JMR3110,5558,46336
JMR3111,35784,302022
JMR3113,41008,132587
JMR3114,10306,302022
JMR3115,100169,328202
JMR3116,9448,40362
JMR3117,4875,23309
JMR3119,56866,138726
JMR3120,5814,35400
JMR3122,42123,110289
JMR3123,29418,103846
JMR3125,44472,152872
JMR3127,43776,151240
JMR3128,62971,127008
JMR3132,28621,90109
JMR3133,2373,30326
JMR3134,6172,56560
JMR3135,19798,71540
JMR3137,4819,30785
JMR3138,61032,302022
JMR3140,9151,83040
JMR3141,1629,35760
JMR3142,49395,126862
JMR3143,5732,31323
JMR3145,6645,66792
JMR3146,41665,302022
JMR3147,1152,16758
JMR3148,12071,47402
JMR3149,8923,302022
JMR3151,17324,70152
JMR3152,14618,42300
JMR3153,45066,302022
JMR3154,23769,302022
JMR3155,11767,39744
JMR3157,2070,27324
JMR3159,7890,35550
JMR3160,1464,43804
JMR3163,43986,302022
JMR3164,58966,129332
JMR3165,9806,37350
JMR3166,7769,37074
JMR3167,52201,159138
JMR3168,51236,128554
JMR3170,74037,166662
JMR3171,23226,75600
JMR3172,8224,31512
JMR3173,5476,30750
JMR3174,1242,17816
JMR3175,12176,69708
JMR3177,116028,302022
JMR3178,19365,58380
JMR3179,45516,105644
JMR3180,7644,66447
JMR3181,37358,131648
JMR3184,2773,28905
JMR3185,9667,68094
JMR3186,5212,328202
JMR3187,42053,89590
JMR3188,8369,30046
JMR3189,99350,166320
JMR3190,9483,37248
JMR3191,33399,83980
JMR3192,63530,148058
JMR3193,33149,79866
JMR3194,3751,56744
JMR3195,6517,33368
JMR3197,57103,160358
JMR3199,7852,35321
JMR3201,63219,172788
JMR3203,12105,54967
JMR3204,2329,24582
JMR3205,5242,211972
JMR3207,44709,115500
JMR3208,32161,328202
JMR3209,31756,89858
JMR3210,30410,84825
JMR3211,13000,46332
JMR3213,33696,92400
JMR3216,23603,101430
JMR3217,981,28690
JMR3219,6262,25688
JMR3220,27,12875
JMR3221,703,11186
JMR3222,4694,42822
JMR3223,21361,94605
JMR3224,26922,62985
JMR3225,8696,302022
JMR3230,12381,79076
JMR3231,261,12012
JMR3232,5959,45008
JMR3233,87398,165426
JMR3237,22280,63726
JMR3238,5166,45675
JMR3241,10160,302022
JMR3242,81658,141332
JMR3244,20070,302022
JMR3245,4348,24192
JMR3246,11804,48380
JMR3247,3710,302022
JMR3248,12194,328202
JMR3249,85983,148626
JMR3250,66908,138272
JMR3251,108623,302022
JMR3252,30786,121100
JMR3255,577,107426
JMR3256,53876,133900
JMR3257,37562,115705
JMR3258,23058,83055
JMR3259,19485,55944
JMR3260,42999,107548
JMR3261,7452,45632
JMR3262,13210,43296
JMR3263,29213,99000
JMR3264,18606,63612
JMR3267,15730,53280
JMR3269,18358,52460
JMR3270,13982,66690
JMR3271,5967,302022
JMR3272,21312,78319
JMR3273,9135,56244
JMR3274,15127,71599
JMR3275,5605,328202
JMR3276,33399,302022
JMR3277,6446,27710
JMR3278,25174,65330
JMR3280,12205,60956
JMR3281,12135,42500
JMR3282,28803,72352
